Source,SeqName,Posture,Bird,Song,Block,Notes,Server,PostureStamp,PostureDuration,Posture Score,PartialStamp,PartialDuration,WingStamp,StartleStamp,LookStamp,PuffStamp,LegStamp,TimeStamp
birdview,2018-05-30-12-48-01,1,Y1,LB,1,great posture-cloaca,kostas-ap/birds/birdview,7.2,5,,,,,,,,,
birdview,2018-05-30-14-18-02,1,Y1,LB-,1,great posture-cloaca,kostas-ap/birds/birdview,4.976,6,,,,,,,,,
birdview,2018-05-30-15-48-03,1,Y1,BOD,1,great posture-cloaca,kostas-ap/birds/birdview,4.462,7,,,,,,,,,
birdview,2018-05-30-17-18-03,1,Y1,BDY-,2,floor posture,kostas-ap/birds/birdview,5.078,7,,,,,,,,,
birdview,2018-05-31-06-48-04,1,Y1,DMG,2,floor posture,kostas-ap/birds/birdview,4.225,6,,,,,,,,,
birdview,2018-05-31-08-18-03,1,Y1,BDY,2,floor posture,kostas-ap/birds/birdview,4.843,7,,,,,,,,,
birdview,2018-05-31-09-48-00,1,Y1,LB,2,great posture-cloaca-sound issue,kostas-ap/birds/birdview,6.262,6,,,,,,,,,
birdview,2018-05-31-11-18-02,1,Y1,BDY-,3,great posture-cloaca,kostas-ap/birds/birdview,4.764,7,,,,,,,,,
birdview,2018-05-31-12-48-01,1,Y1,BOD,3,floor posture,kostas-ap/birds/birdview,7.1,6,,,,,,,,,
birdview,2018-05-31-14-18-04,1,Y1,LB-,3,great posture,kostas-ap/birds/birdview,5.3,10,,,,,,,,,
birdview,2018-05-31-15-48-05,1,Y1,LB,3,great posture-cloaca,kostas-ap/birds/birdview,4.45,5,,,,,,,,,
birdview,2018-05-31-17-18-04,1,Y1,DMG,3,great posture-cloaca,kostas-ap/birds/birdview,4.806,5,,,,,,,,,
birdview,2018-06-01-06-48-07,1,Y1,BDY,3,great posture-cloaca,kostas-ap/birds/birdview,5.125,5,,,,,,,,,
birdview,2018-06-01-08-18-03,1,Y1,BOD,4,floor posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-01-09-48-06,1,Y1,LB-,4,great posture-cloaca,kostas-ap/birds/birdview,4.424,4,,,,,,,,,
birdview,2018-06-01-11-18-03,1,Y1,BDY,4,floor posture,kostas-ap/birds/birdview,4.269,5,,,,,,,,,
birdview,2018-06-01-12-48-01,1,Y1,DMG,4,great posture-cloaca,kostas-ap/birds/birdview,6.537,4,,,,,,,,,
birdview,2018-06-01-14-18-04,1,Y1,LB,4,floor posture-weak,kostas-ap/birds/birdview,4.299,2,,,,,,,,,
birdview,2018-06-01-15-48-01,1,Y1,BDY-,4,floor posture,kostas-ap/birds/birdview,6.625,6,,,,,,,,,
birdview,2018-06-01-17-18-05,0,Y1,DMG,5,bath prior to song,kostas-ap/birds/birdview,4.9,1,,,,,,,,,
birdview,2018-06-02-06-48-01,1,Y1,BOD,5,great posture,kostas-ap/birds/birdview,6.362,4,,,,,,,,,
birdview,2018-06-02-08-18-05,1,Y1,BDY,5,great posture,kostas-ap/birds/birdview,4.212,5,,,,,,,,,
birdview,2018-06-02-09-48-02,1,Y1,LB-,5,cloaca,kostas-ap/birds/birdview,6.7,2,,,,,,,,,
birdview,2018-06-02-10-24-11,0,Y1,,5,beak swiping,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-02-11-18-01,1,Y1,LB,5,good,kostas-ap/birds/birdview,6.15,3,,,,,,,,,
birdview,2018-06-02-12-48-06,1,Y1,BDY-,5,good cloaca,kostas-ap/birds/birdview,4.35,3,,,,,,,,,
birdview,2018-06-02-14-18-01,0,Y1,LB-,6,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-02-15-48-03,1,Y1,BOD,6,floor posture,kostas-ap/birds/birdview,4.125,4,,,,,,,,,
birdview,2018-06-02-17-18-03,1,Y1,BDY,6,good,kostas-ap/birds/birdview,5.7,4,,,,,,,,,
birdview,2018-06-03-06-48-06,1,Y1,DMG,6,floor posture,kostas-ap/birds/birdview,4.512,4,,,,,,,,,
birdview,2018-06-03-08-18-02,1,Y1,BDY-,6,floor posture-weak,kostas-ap/birds/birdview,6.05,4,,,,,,,,,
birdview,2018-06-03-09-48-04,1,Y1,LB,6,cloaca,kostas-ap/birds/birdview,3.937,3,,3.075,,,,,,,
birdview,2018-06-03-11-18-01,1,Y1,BDY,7,floor posture,kostas-ap/birds/birdview,5.7,4,,,,,,,,,
birdview,2018-06-03-12-48-03,1,Y1,BOD,7,floor posture,kostas-ap/birds/birdview,4.45,5,,,,,,,,,
birdview,2018-06-03-14-18-02,1,Y1,LB,7,floor posture-weak,kostas-ap/birds/birdview,5.687,2,,,,,,,,,
birdview,2018-06-03-15-48-03,1,Y1,DMG,7,floor posture,kostas-ap/birds/birdview,4.174,6,,,,,,,,,
birdview,2018-06-03-17-18-01,1,Y1,LB-,7,floor posture-weak,kostas-ap/birds/birdview,5.312,3,,,,,,,,,
birdview,2018-06-04-06-48-04,1,Y1,BDY-,7,great posture-cloaca,kostas-ap/birds/birdview,4.549,6,,,,,,,,,
birdview,2018-06-04-08-18-02,1,Y1,LB-,8,ceiling fell down,kostas-ap/birds/birdview,5.637,3,,,,,,,,,
birdview,2018-06-04-09-48-03,2,Y1,LB,8,chatters after posture,kostas-ap/birds/birdview,4.437,5,,,,,,,,,
birdview,2018-06-04-11-18-01,1,Y1,BDY,8,great posture-long,kostas-ap/birds/birdview,5.062,7,,,,,,,,,
birdview,2018-06-04-12-48-05,1,Y1,BOD,8,cloaca,kostas-ap/birds/birdview,4.049,5,,,,,,,,,
birdview,2018-06-04-14-18-02,1,Y1,DMG,8,floor posture,kostas-ap/birds/birdview,5.237,4,,,,,,,,,
birdview,2018-06-04-15-48-04,1,Y1,BDY-,8,floor posture,kostas-ap/birds/birdview,3.95,5,,,,,,,,,
birdview,2018-06-04-17-18-00,1,Y1,BDY,9,floor posture,kostas-ap/birds/birdview,5.262,4,,,,,,,,,
birdview,2018-06-05-06-48-01,1,Y1,LB-,9,weak posture / flying around,kostas-ap/birds/birdview,6.825,2,,,,,,,,,
birdview,2018-06-05-08-17-59,1,Y1,BDY-,9,great posture-cloaca / flying around,kostas-ap/birds/birdview,7.15,5,,,,,,,,,
birdview,2018-06-05-09-48-00,1,Y1,LB,9,cloaca / chatters after posture,kostas-ap/birds/birdview,7.312,3,,,,,,,,,
birdview,2018-06-05-10-37-15,0,Y1,,,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-05-11-17-58,1,Y1,DMG,9,chatters after posture,kostas-ap/birds/birdview,6.9,3,,,,,,,,,
birdview,2018-06-05-11-34-15,0,Y1,,,double speed (20 fps),kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-05-11-37-42,0,Y1,,,double speed (20 fps),kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-05-11-43-33,1,Y1,BOD,9,floor posture; double,kostas-ap/birds/birdview,7.15,5,,,,,,,,,
birdview,2018-06-05-12-48-35,1,Y1,BDY,10,great posture-cloaca; double,kostas-ap/birds/birdview,4.342,5,,,,,,,,,
birdview,2018-06-05-14-18-31,1,Y1,BOD,10,cloaca; double,kostas-ap/birds/birdview,6.45,5,,,,,,,,,
birdview,2018-06-05-15-48-36,1,Y1,LB,10,double speed (20 fps),kostas-ap/birds/birdview,6.6,2,,,,,,,,,
birdview,2018-06-05-17-18-35,1,Y1,DMG,10,floor posture; double,kostas-ap/birds/birdview,4.1,2,,,,,,,,,
birdview,2018-06-06-06-48-25,,Y1,BDY-,10,no video,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-06-08-18-34,1,Y1,LB-,10,weak posture; double,kostas-ap/birds/birdview,4.45,2,,,,,,,,,
birdview,2018-06-06-09-48-33,1,Y1,LB,11,cloaca / chatters after posture; double,kostas-ap/birds/birdview,5.45,3,,,,,,,,,
birdview,2018-06-06-11-18-32,1,Y1,LB-,11,floor posture; double,kostas-ap/birds/birdview,6.3,4,,,,,,,,,
birdview,2018-06-06-12-48-35,1,Y1,BOD,11,floor posture; double,kostas-ap/birds/birdview,4.65,4,,,,,,,,,
birdview,2018-06-06-14-18-32,1,Y1,BDY-,11,great posture-cloaca / chatters after posture; double,kostas-ap/birds/birdview,5.4,6,,,,,,,,,
birdview,2018-06-06-15-48-31,1,Y1,BDY,11,floor posture; last double,kostas-ap/birds/birdview,6.65,6,,,,,,,,,
birdview,2018-06-06-16-08-59,,Y1,,,normal speed,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-06-17-17-56,0,Y1,DMG,12,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-07-06-48-01,,Y1,LB-,12,no video,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-07-08-18-03,1,Y1,DMG,13,great posture-cloaca / chatters after posture,kostas-ap/birds/birdview,5.825,4,,,,,,,,,
birdview,2018-06-07-09-48-03,0,Y1,BDY-,13,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-07-11-18-01,1,Y1,BOD,13,cloaca,kostas-ap/birds/birdview,5.737,4,,,,,,,,,
birdview,2018-06-07-12-48-02,1,Y1,LB,13,good cloaca,kostas-ap/birds/birdview,4.537,3,,,,,,,,,
birdview,2018-06-07-14-18-01,1,Y1,BDY,13,good cloaca,kostas-ap/birds/birdview,5.625,7,,,,,,,,,
birdview,2018-06-07-15-48-03,1,Y1,DMG,14,floor posture,kostas-ap/birds/birdview,4.568,3,,,,,,,,,
birdview,2018-06-07-17-18-01,1,Y1,BDY-,14,floor posture,kostas-ap/birds/birdview,5.912,4,,,,,,,,,
birdview,2018-06-08-06-48-03,2,Y1,LB-,14,chatters after posture,kostas-ap/birds/birdview,4.637,4,,,,,,,,,
birdview,2018-06-08-08-18-01,1,Y1,BDY,14,great posture,kostas-ap/birds/birdview,5.5,6,,,,,,,,,
birdview,2018-06-08-09-48-02,2,Y1,LB,14,chatters after posture,kostas-ap/birds/birdview,4.436,3,,,,,,,,,
birdview,2018-06-08-11-18-01,2,Y1,BOD,14,great posture / chatters after posture,kostas-ap/birds/birdview,5.531,5,,,,,,,,,
birdview,2018-06-08-12-48-02,1,Y1,DMG,15,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-08-14-18-02,2,Y1,BDY,15,good cloaca / chatters after posture,kostas-ap/birds/birdview,5.137,5,,,,,,,,,
birdview,2018-06-08-15-48-02,1,Y1,LB-,15,weak posture,kostas-ap/birds/birdview,4.562,3,,,,,,,,,
birdview,2018-06-08-17-18-01,1,Y1,BOD,15,great posture-cloaca,kostas-ap/birds/birdview,5.25,5,,,,,,,,,
birdview,2018-06-09-06-48-02,1,Y1,BDY-,15,weak posture,kostas-ap/birds/birdview,4.662,2,,,,,,,,,
birdview,2018-06-09-08-18-02,1,Y1,LB,15,weak posture,kostas-ap/birds/birdview,5.381,2,,,,,,,,,
birdview,2018-06-09-09-48-04,1,Y1,BDY-,16,cloaca,kostas-ap/birds/birdview,3.875,2,,,,,,,,,
birdview,2018-06-09-11-18-01,1,Y1,BOD,16,cloaca,kostas-ap/birds/birdview,5.419,2,,,,,,,,,
birdview,2018-06-09-12-48-02,2,Y1,DMG,16,weak posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-09-14-18-01,1,Y1,LB,16,floor posture-weak-can’t see,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-09-15-48-03,2,Y1,LB-,16,weak posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-09-17-18-02,1,Y1,BDY,16,weak posture,kostas-ap/birds/birdview,4.937,3,,,,,,,,,
birdview,2018-06-10-06-48-06,1,Y1,LB-,17,cloaca,kostas-ap/birds/birdview,5.212,6,,,,,,,,,
birdview,2018-06-10-08-18-01,1,Y1,BDY,17,great posture-cloaca,kostas-ap/birds/birdview,5.137,5,,,,,,,,,
birdview,2018-06-10-09-48-05,1,Y1,BDY-,17,great posture-cloaca,kostas-ap/birds/birdview,3.976,5,,,,,,,,,
birdview,2018-06-10-11-18-02,1,Y1,LB,17,cloaca,kostas-ap/birds/birdview,5.437,3,,,,,,,,,
birdview,2018-06-10-12-48-02,1,Y1,BOD,17,floor posture,kostas-ap/birds/birdview,4.299,5,,,,,,,,,
birdview,2018-06-10-14-18-01,0,Y1,DMG,17,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-15-08-18-03,1,Y1,BOD,18,good cloaca,kostas-ap/birds/birdview,4.638,7,,,,,,,,,
birdview,2018-06-15-09-18-01,1,Y1,LB-,18,floor posture,kostas-ap/birds/birdview,5.1,4,,,,,,,,,
birdview,2018-06-15-10-17-59,1,Y1,BDY,18,floor posture,kostas-ap/birds/birdview,6.962,7,,,,,,,,,
birdview,2018-06-15-11-18-02,1,Y1,BDY-,18,floor posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-15-12-18-01,1,Y1,DMG,18,floor posture,kostas-ap/birds/birdview,4.588,4,,,,,,,,,
birdview,2018-06-15-13-18-01,1,Y1,LB,18,floor posture,kostas-ap/birds/birdview,4.887,4,,,,,,,,,
birdview,2018-06-15-14-18-03,1,Y1,LB-,19,cloaca,kostas-ap/birds/birdview,4.376,2,,,,,,,,,
birdview,2018-06-15-15-18-02,1,Y1,BOD,19,floor posture,kostas-ap/birds/birdview,5.062,4,,,,,,,,,
birdview,2018-06-15-16-18-01,1,Y1,BDY-,19,floor posture,kostas-ap/birds/birdview,4.537,4,,,,,,,,,
birdview,2018-06-15-17-18-02,1,Y1,DMG,19,floor posture,kostas-ap/birds/birdview,5.2,2,,,,,,,,,
birdview,2018-06-15-18-18-01,0,CB0,m2M,19,floor; also Y1-but with different songs,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-08-18-02,1,CB0,mBDY,19,floor posture,kostas-ap/birds/birdview,5.25,4,,,,,,,,,
birdview,2018-06-16-09-18-01,0,CB0,mBOD,20,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-10-17-59,0,CB0,mDBR,20,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-11-18-03,0,CB0,mDMG,20,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-12-18-02,0,CB0,mGRG,20,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-13-18-02,0,CB0,mLB,20,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-14-18-02,0,CB0,mLNR,20,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-15-18-02,0,CB0,mND,20,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-16-18-02,0,CB0,mWG,20,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-17-18-02,0,CB0,m2M,20,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-16-18-18-02,1,CB0,mBDY,20,floor posture-weak,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-17-08-18-03,0,CB0,mBOD,21,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-17-09-18-04,0,CB0,mDBR,21,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-17-10-18-00,1,CB0,mDMG,21,weak posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-17-11-18-05,0,CB0,mGRG,21,,kostas-ap/birds/birdview,,,,4.512,,,,,,,
birdview,2018-06-17-12-18-08,0,CB0,mLB,21,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-17-13-18-03,0,CB0,mLNR,21,,kostas-ap/birds/birdview,,,,4.392,,,,,,,
birdview,2018-06-17-14-18-03,0,CB0,mND,21,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-17-15-18-06,0,CB0,mWG,21,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-17-16-18-03,0,CB0,m2M,21,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-17-17-18-03,1,CB0,mBDY,21,floor posture-weak,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-17-18-18-02,0,CB0,mBOD,22,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-18-08-18-04,0,CB0,mDBR,22,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-18-09-18-03,0,CB0,mDMG,22,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-18-11-17-58,0,CB0,mGRG,22,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-18-12-48-04,0,CB0,mLB,22,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-18-14-18-01,0,CB0,mLNR,22,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-18-15-48-02,0,CB0,mND,22,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-18-17-18-01,0,CB0,mWG,22,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-19-06-48-03,0,CB0,m2M,22,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-19-08-18-01,1,CB0,mBDY,22,floor posture-weak,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-19-09-48-03,0,CB0,mBOD,23,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-19-11-18-02,0,CB0,mDBR,23,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-19-12-48-04,1,CB0,mDMG,23,weak posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-19-14-18-01,0,CB0,mGRG,23,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-19-15-48-02,0,CB0,mLB,23,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-19-17-18-04,0,CB0,mLNR,23,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-20-06-48-03,0,CB0,mND,23,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-20-08-18-02,0,CB0,mWG,23,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-20-09-48-01,0,CB0,m2M,23,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-20-11-18-03,1,CB0,mBDY,23,floor posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-20-12-48-02,1,CB0,mBOD,24,floor posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-20-14-18-02,0,CB0,mDBR,24,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-20-15-48-07,1,CB0,mDMG,24,weak posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-20-17-18-02,1,CB0,mGRG,24,floor posture-weak,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-21-06-48-03,1,CB0,mLB,24,floor posture-weak,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-21-08-18-04,0,CB0,mLNR,24,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-21-09-48-03,0,CB0,mND,24,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-21-11-18-02,0,CB0,mWG,24,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-21-12-48-03,0,CB0,m2M,24,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-21-14-18-02,1,CB0,mBDY,24,floor posture,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-21-15-48-01,1,CB0,mBOD,25,floor posture-weak,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-21-17-18-05,0,CB0,mDBR,25,flying around,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-22-06-48-03,0,CB0,mDMG,25,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-22-08-18-02,0,CB0,mGRG,25,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-22-09-48-02,0,CB0,mLB,25,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-22-11-18-01,0,CB0,mLNR,25,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-22-12-48-03,0,CB0,mND,25,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-22-14-18-02,0,CB0,mWG,25,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-22-15-48-02,0,CB0,m2M,25,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-22-17-18-01,1,CB0,mBDY,25,floor posture-weak,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-23-06-48-03,0,CB0,mBOD,27,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-23-08-18-01,0,CB0,mDBR,27,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-23-09-48-03,0,CB0,mDMG,27,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-23-11-18-04,0,CB0,mGRG,27,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-23-12-48-05,0,CB0,mLB,27,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-23-14-18-04,0,CB0,mLNR,27,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-23-15-48-04,0,CB0,mND,27,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-23-17-18-04,0,CB0,mWG,27,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-24-06-48-11,0,CB0,m2M,27,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-24-08-18-04,0,CB0,mBDY,27,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-24-09-48-06,0,CB0,mBOD,28,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-24-11-18-04,0,CB0,mDBR,28,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-24-12-48-06,0,CB0,mDMG,28,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-24-14-18-04,0,CB0,mGRG,28,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-24-15-48-05,0,CB0,mLB,28,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-24-17-18-04,0,CB0,mLNR,28,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-25-06-48-09,0,CB0,mND,28,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-25-08-18-12,0,CB0,mWG,28,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-25-09-48-03,0,CB0,m2M,28,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-25-11-18-06,0,CB0,mBDY,28,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-25-12-48-04,0,CB0,mBOD,29,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-25-14-18-04,0,CB0,mDBR,29,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-25-15-48-05,0,CB0,mDMG,29,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-25-17-18-06,0,CB0,mGRG,29,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-26-06-48-07,0,CB0,mLB,29,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-26-08-18-09,0,CB0,mLNR,29,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-26-09-48-04,0,CB0,mND,29,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-26-11-18-04,0,CB0,mWG,29,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-26-12-48-02,0,CB0,m2M,29,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-26-14-18-05,0,CB0,mBDY,29,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-26-15-48-03,0,CB0,mBOD,30,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-26-17-18-05,0,CB0,mDBR,30,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-27-06-48-11,0,CB0,mDMG,30,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-27-08-18-10,0,CB0,mGRG,30,,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-27-09-48-04,0,CB0,mLB,30,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-27-11-18-05,0,CB0,mLNR,30,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-27-12-48-05,0,CB0,mND,30,floor - feeding,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2018-06-27-14-18-05,0,CB0,mWG,30,floor,kostas-ap/birds/birdview,,,,,,,,,,,
birdview,2019-06-01-17-47-14_LB,0,,,,,birdview,,,,,,,,,,,
birdview,2019-06-01-17-50-39_2M,,,,,,birdview,,,,,,,,,,,
birdview,2019-06-02-11-31-52,,,,,,birdview,,,,,,,,,,,
birdview,2019-06-02-13-17-01_test,,,,,,birdview,,,,,,,,,,,
birdview,2019-06-02-13-26-18_test,,,,,,birdview,,,,,,,,,,,
birdview,2019-06-02-16-58-22_GRG,,,,,not on computer,birdview,,,,,,,,,,,
birdview,2019-06-02-17-06-53_LNR,,,0,,tone,birdview,,,,,,,,,,,
birdview,2019-06-02-20-36-32_ND,,,,,dark,birdview,,,,,,,,,,,
birdview,2019-06-02-21-55-39_BOD,0,,,,,birdview,,,,,,,,,,,
birdview,2019-06-02-21-56-46_WG,,,,,not on computer,birdview,,,,,,,,,,,
birdview,2019-06-02-21-59-07_DMG,,,,,dark,birdview,,,,,,,,,,,
birdview,2019-06-03-07-19-01_BOD,0,,,,stutter;look around,birdview,,,,,,,,,,,
birdview,2019-06-03-08-48-41_BDY,,CB-R2,BDY,0,startle;depress,birdview,,,,,,,,,,,
birdview,2019-06-03-09-09-04,,CB-R2,0,,tone,birdview,,,,,,,,,,,
birdview,2019-06-03-09-14-30,,CB-R2,0,,not on computer,birdview,,,,,,,,,,,
birdview,2019-06-03-09-22-54,,CB-R2,0,,not on computer,birdview,,,,,,,,,,,
birdview,2019-06-03-09-26-43,,CB-R2,0,,calibration,birdview,,,,,,,,,,,
birdview,2019-06-03-10-37-00_LB,0,CB-R2,,0,depress;leg adjustment;look around,birdview,,,,,,,,,4.16,,
birdview,2019-06-03-11-46-10_DMG,0,CB-R2,,0,wiggle;rise off the perch;look around,birdview,,,,,,,,,,,
birdview,2019-06-03-13-16-11_GRG,0,CB-R2,,0,depress;look around;leg adjustment,birdview,,,,,,,,,4.24,,
birdview,2019-06-03-15-46-12_DBR,0,CB-R2,,0,Depress;poop 5s;look around,birdview,,,,,,,,,4.48,,
birdview,2019-06-03-17-16-11_WG,0,CB-R2,,0,depress;leg adjustment;look around,birdview,,,,,,,,,3.98,,
birdview,2019-06-03-18-46-11_GRG,0,CB-R2,,0,turn;depress slight;leg adjustment,birdview,,,,,,,,,,,
birdview,2019-06-04-07-16-17_ND,0,CB-R2,,0,perch spin;look around,birdview,,,,,,,,,,,
birdview,2019-06-04-08-46-11_DBR,0,CB-R2,,0,depress;startle;look around,birdview,,,,,,,,,4.12,,
birdview,2019-06-04-10-16-10_BDY,0,CB-R2,,1,depress;look around,birdview,,,,,,,,,4.16,,
