Source,SeqName,Posture,Bird,Song,Block,Notes,Server,PostureStamp,PostureDuration,Posture Score,PartialStamp,PartialDuration,WingStamp,StartleStamp,LookStamp,PuffStamp,LegStamp,TimeStamp
birdview-2,2018-06-14-12-46-33,1,PINK2,DMG,3,,kostas-ap/birds/birdview-2,5.98,2,,,,,,,,,
birdview-2,2018-06-14-14-16-31,1,PINK2,BDY,3,,kostas-ap/birds/birdview-2,5.799,3,,,,,,,,,
birdview-2,2018-06-14-15-46-31,1,PINK2,BOD,4,,kostas-ap/birds/birdview-2,5.9,2,,,,,,,,,
birdview-2,2018-06-14-17-16-31,0,PINK2,LB-,4,floor,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-15-06-48-07,1,PINK2,BDY,4,,kostas-ap/birds/birdview-2,5.94,6,,,,,,,,,
birdview-2,2018-06-15-08-16-31,1,PINK2,DMG,4,,kostas-ap/birds/birdview-2,6.379,7,,,,,,,,,
birdview-2,2018-06-15-09-46-48,1,PINK2,LB,4,,kostas-ap/birds/birdview-2,5.98,4,,,,,,,,,
birdview-2,2018-06-15-11-16-31,1,PINK2,BDY-,4,,kostas-ap/birds/birdview-2,5.98,3,,,,,,,,,
birdview-2,2018-06-15-12-46-49,1,PINK2,DMG,5,,kostas-ap/birds/birdview-2,5.94,2,,,,,,,,,
birdview-2,2018-06-15-14-16-30,1,PINK2,BOD,5,,kostas-ap/birds/birdview-2,6.06,4,,,,,,,,,
birdview-2,2018-06-15-15-46-28,1,PINK2,BDY,5,,kostas-ap/birds/birdview-2,6.459,3,,,,,,,,,
birdview-2,2018-06-15-17-16-32,2,PINK2,LB-,5,,kostas-ap/birds/birdview-2,,,5.82,,,,,,,,
birdview-2,2018-06-16-06-46-49,1,PINK2,LB,5,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-16-08-16-31,1,PINK2,BDY-,5,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-16-09-46-31,2,PINK2,LB-,6,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-16-11-16-31,1,PINK2,BOD,6,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-16-12-46-33,1,PINK2,BDY,6,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-16-14-18-07,1,PINK2,DMG,6,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-16-15-46-26,1,PINK2,BDY-,6,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-16-17-16-29,1,PINK2,LB,6,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-17-06-46-30,1,PINK2,BDY,7,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-17-08-16-38,2,PINK2,BOD,7,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-17-09-46-33,0,PINK2,LB,7,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-17-11-16-35,0,PINK2,DMG,7,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-17-12-46-31,0,PINK2,LB-,7,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-17-14-16-31,0,PINK2,BDY-,7,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-17-15-46-29,0,PINK2,LB-,8,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-17-17-16-31,0,PINK2,LB,8,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-18-06-48-05,0,PINK2,BDY,8,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-18-08-16-31,0,PINK2,BOD,8,Impacted egg,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-18-09-48-07,,0,DMG,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-18-11-16-27,,0,BDY-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-18-12-46-32,,0,BDY,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-18-14-16-32,,0,LB-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-18-15-46-30,,0,BDY-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-19-17-16-48,0,WH2,LB,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-20-06-46-29,0,WH2,DMG,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-20-08-16-32,0,WH2,BOD,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-20-09-46-52,0,WH2,BDY,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-20-11-16-52,0,WH2,BOD,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-20-12-46-32,0,WH2,LB,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-20-14-16-33,0,WH2,DMG,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-20-15-46-30,0,WH2,BDY-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-20-17-16-51,0,WH2,LB-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-21-06-46-32,0,WH2,LB,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-21-08-16-33,0,WH2,LB-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-21-09-46-31,0,WH2,BOD,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-21-11-16-53,0,WH2,BDY-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-21-12-46-32,0,WH2,BDY,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-21-14-16-32,0,WH2,DMG,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-21-15-46-52,0,WH2,LB-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-21-17-16-32,0,WH2,DMG,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-22-06-48-06,0,WH2,BDY-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-22-08-16-27,0,WH2,BOD,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-22-09-46-33,0,WH2,LB,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-22-11-16-51,0,WH2,BDY,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-22-12-46-32,0,WH2,DMG,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-22-14-16-31,0,WH2,BDY-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-22-15-46-32,0,WH2,LB-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-22-17-18-23,0,WH2,BDY,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-23-06-46-27,0,WH2,LB,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-23-08-16-31,0,WH2,BOD,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-23-09-46-54,0,WH2,DMG,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-23-11-16-30,0,WH2,BDY,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-23-12-46-31,0,WH2,LB-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-23-14-16-29,0,WH2,BOD,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-23-15-46-46,0,WH2,BDY-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-23-17-16-29,0,WH2,LB,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-24-06-46-31,0,WH2,BDY-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-24-08-16-49,0,WH2,BOD,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-24-09-46-32,0,WH2,DMG,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-24-11-18-26,0,WH2,LB,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-24-12-46-32,0,WH2,LB-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-24-14-18-04,0,WH2,BDY,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-24-15-46-31,0,WH2,LB-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-24-17-18-07,0,WH2,BDY,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-25-06-46-31,0,WH2,BDY-,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-25-08-18-06,0,WH2,LB,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-25-09-46-32,,0,BOD,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-25-11-16-51,,0,DMG,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-25-16-02-58,0,Y3,0,,Cardboard enters,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-25-17-30-50,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-25-17-36-00,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-25-17-41-09,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-26-10-20-30,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-26-10-26-08,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-26-10-33-15,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-26-11-16-28,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-26-12-46-32,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-26-14-16-29,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-26-15-48-05,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-06-26-17-18-00,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-24-08-40-22,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-24-08-52-18,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-24-12-21-15,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-24-14-45-47,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-24-17-39-19,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-24-17-55-52,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-25-11-14-55,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-25-14-10-18,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-26-08-09-17,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-26-10-18-00,0,,,,trash but interesting as a CV stress test,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-27-10-12-08,1,Pink3,BDY,,White cardboard and tether,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-27-16-22-02,0,,LB,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-27-16-25-56,0,,0,,,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-27-16-33-15,,,,,missing,kostas-ap/birds/birdview-2,,,,,,,,,,,
birdview-2,2018-07-30-09-05-53,0,0,,,dark,kostas-ap/birds/birdview-2,,,,,,,,,,,
